ProbeID	Ptr	Name	Description
238462_at	8584673	UBASH3B	 ubiquitin associated and SH3 domain containing B
238463_at	8584908	LOC100506834	 uncharacterized LOC100506834
238464_at	8585128	ANKRD36	 ankyrin repeat domain 36
238465_at	8585344	SETD9	 SET domain containing 9
238466_at	8585551	---	 ---
238467_at	8585737	DYNLL2	 dynein, light chain, LC8-type 2
238468_at	8585955	TNRC6B	 trinucleotide repeat containing 6B
238469_at	8586173	OGFRL1	 opioid growth factor receptor-like 1
238470_at	8586396	SYS1	 Sys1 golgi trafficking protein
238471_at	8586607	---	 ---
238472_at	8586802	FBXO9	 F-box protein 9
238473_at	8587002	KMT2E-AS1	 KMT2E antisense RNA 1 (head to head)
238474_at	8587229	NUP43	 nucleoporin 43kDa
238475_at	8587436	ALG10 /// ALG10B	 ALG10, alpha-1,2-glucosyltransferase /// ALG10B, alpha-1,2-glucosyltransferase
238476_at	8587711	CREBRF	 CREB3 regulatory factor
238477_at	8587921	KIF1C	 kinesin family member 1C
238478_at	8588131	BNC2	 basonuclin 2
238479_at	8588327	DCUN1D5	 DCN1, defective in cullin neddylation 1, domain containing 5
238480_at	8588574	TTC39C	 tetratricopeptide repeat domain 39C
238481_at	8588796	MGP	 matrix Gla protein
238482_at	8588999	KLF7	 Kruppel-like factor 7 (ubiquitous)
238483_at	8589218	SSBP2	 single-stranded DNA binding protein 2
238484_s_at	8589441	SSBP2	 single-stranded DNA binding protein 2
238485_at	8589664	IQCH-AS1	 IQCH antisense RNA 1
238486_at	8589872	FRS2	 fibroblast growth factor receptor substrate 2
238487_at	8590102	GNL1	 guanine nucleotide binding protein-like 1
238488_at	8590328	IPO11 /// LRRC70	 importin 11 /// leucine rich repeat containing 70
238489_at	8590574	PRKAA2	 protein kinase, AMP-activated, alpha 2 catalytic subunit
238490_at	8590817	KIAA2026	 KIAA2026
238491_at	8591014	TAF1A-AS1	 TAF1A antisense RNA 1
238492_at	8591222	---	 ---
238493_at	8591412	ZNF506	 zinc finger protein 506
238494_at	8591622	TRAF3IP1	 TNF receptor-associated factor 3 interacting protein 1
238495_at	8591864	LRRC57	 leucine rich repeat containing 57
238496_at	8592082	WHSC1L1	 Wolf-Hirschhorn syndrome candidate 1-like 1
238497_at	8592313	TMEM136	 transmembrane protein 136
238498_at	8592526	RP3-406A7.7	 ---
238499_at	8592718	SLC45A3	 solute carrier family 45, member 3
238500_at	8592940	EMP2	 epithelial membrane protein 2
238501_at	8593154	---	 ---
238502_at	8593338	---	 ---
238503_at	8593527	CNIH3	 cornichon family AMPA receptor auxiliary protein 3
238504_at	8593763	C6orf57	 chromosome 6 open reading frame 57
238505_at	8593985	ADPRH	 ADP-ribosylarginine hydrolase
238506_at	8594198	LRRC58	 leucine rich repeat containing 58
238507_at	8594418	---	 ---
238508_at	8594603	DBF4B	 DBF4 zinc finger B
238509_at	8594807	CUL1	 cullin 1
238510_at	8594999	LOC101928852 /// ZNF720	 protein FRG2-like-2-like /// zinc finger protein 720
238511_at	8595254	UBL7-AS1	 UBL7 antisense RNA 1 (head to head)
238512_at	8595477	WNT2B	 wingless-type MMTV integration site family, member 2B
238513_at	8595714	PRRG4	 proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)
238514_at	8595957	TMEM25	 transmembrane protein 25
238515_at	8596167	NUDT16	 nudix (nucleoside diphosphate linked moiety X)-type motif 16
238516_at	8596412	BMPR2	 bone morphogenetic protein receptor, type II (serine/threonine kinase)
238517_at	8596667	KLF7	 Kruppel-like factor 7 (ubiquitous)
238518_x_at	8596885	GLYCTK	 glycerate kinase
238519_at	8597089	DDI2 /// RSC1A1	 DNA-damage inducible 1 homolog 2 (S. cerevisiae) /// regulatory solute carrier protein, family 1, member 1
238520_at	8597391	TRERF1	 transcriptional regulating factor 1
238521_at	8597609	FGF12	 fibroblast growth factor 12
238522_at	8597823	PPP3CB-AS1	 PPP3CB antisense RNA 1 (head to head)
238523_at	8598054	KLHL36	 kelch-like family member 36
238524_at	8598265	DENND2D	 DENN/MADD domain containing 2D
238525_at	8598481	DDX56	 DEAD (Asp-Glu-Ala-Asp) box helicase 56
238526_at	8598702	RAB3IP	 RAB3A interacting protein
238527_at	8598913	CLUHP3	 clustered mitochondria (cluA/CLU1) homolog pseudogene 3
238528_at	8599156	UBR1	 ubiquitin protein ligase E3 component n-recognin 1
238529_at	8599390	RP11-196G18.23	 ---
238530_at	8599587	NNT	 nicotinamide nucleotide transhydrogenase
238531_x_at	8599811	---	 ---
238532_at	8600000	DPF3	 D4, zinc and double PHD fingers, family 3
238533_at	8600228	EPHA7	 EPH receptor A7
238534_at	8600427	LRRFIP1	 leucine rich repeat (in FLII) interacting protein 1
238535_at	8600665	CEP152	 centrosomal protein 152kDa
238536_at	8600877	---	 ---
238537_at	8601062	CA8	 carbonic anhydrase VIII
238538_at	8601275	ANKRD11	 ankyrin repeat domain 11
238539_at	8601483	HPS3	 Hermansky-Pudlak syndrome 3
238540_at	8601695	LOC101928623 /// LOC401320	 uncharacterized LOC101928623 /// uncharacterized LOC401320
238541_at	8601960	C21orf58	 chromosome 21 open reading frame 58
238542_at	8602183	ULBP2	 UL16 binding protein 2
238543_x_at	8602389	MDGA1	 MAM domain containing glycosylphosphatidylinositol anchor 1
238544_at	8602636	---	 ---
238545_at	8602826	BRD7	 bromodomain containing 7
238546_at	8603032	SLC8A1	 solute carrier family 8 (sodium/calcium exchanger), member 1
238547_at	8603279	HEXIM2	 hexamethylene bis-acetamide inducible 2
238548_at	8603503	---	 ---
238549_at	8603688	CBFA2T2	 core-binding factor, runt domain, alpha subunit 2; translocated to, 2
238550_at	8603943	RUFY2	 RUN and FYVE domain containing 2
238551_at	8604162	FUT11	 fucosyltransferase 11 (alpha (1,3) fucosyltransferase)
238552_at	8604401	---	 ---
238553_at	8604585	AGAP6 /// AGAP9 /// BMS1P5	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 /// ArfGAP with GTPase domain, ankyrin repeat and PH domain 9 /// BMS1 pseudogene 5
238554_at	8604933	CYB5B	 cytochrome b5 type B (outer mitochondrial membrane)
238555_at	8605170	---	 ---
238556_at	8605357	CAMK2G	 calcium/calmodulin-dependent protein kinase II gamma
238557_at	8605596	CHKB-AS1	 CHKB antisense RNA 1 (head to head)
238558_at	8605819	---	 ---
238559_at	8606005	RP11-568N6.1	 ---
238560_at	8606206	CALCOCO2	 calcium binding and coiled-coil domain 2
238561_s_at	8606433	UTP23	 UTP23, small subunit (SSU) processome component, homolog (yeast)
238562_at	8606686	UTP23	 UTP23, small subunit (SSU) processome component, homolog (yeast)
238563_at	8606936	---	 ---
238564_at	8607123	FAM171B	 family with sequence similarity 171, member B
238565_at	8607359	RP11-350F4.2	 ---
238566_at	8607553	ZNF334	 zinc finger protein 334
238567_at	8607764	SGPP2	 sphingosine-1-phosphate phosphatase 2
238568_s_at	8607986	NPC1	 Niemann-Pick disease, type C1
238569_at	8608202	GABBR1	 gamma-aminobutyric acid (GABA) B receptor, 1
238570_at	8608432	---	 ---
238571_at	8608618	HOXA13	 homeobox A13
238572_at	8608816	STK16	 serine/threonine kinase 16
238573_at	8609026	OTUD7B	 OTU deubiquitinase 7B
238574_at	8609234	SLC25A51	 solute carrier family 25, member 51
238575_at	8609458	OSBPL6	 oxysterol binding protein-like 6
238576_at	8609674	MOCOS	 molybdenum cofactor sulfurase
238577_s_at	8609888	TSHZ2	 teashirt zinc finger homeobox 2
238578_at	8610107	TMEM182	 transmembrane protein 182
238579_at	8610317	C9orf85	 chromosome 9 open reading frame 85
238580_at	8610539	---	 ---
238581_at	8610727	GBP5	 guanylate binding protein 5
238582_at	8610937	C21orf2	 chromosome 21 open reading frame 2
238583_at	8611161	MSRB3	 methionine sulfoxide reductase B3
238584_at	8611378	IQCA1	 IQ motif containing with AAA domain 1
238585_at	8611613	GTDC1	 glycosyltransferase-like domain containing 1
238586_at	8611843	---	 ---
238587_at	8612034	UBASH3B	 ubiquitin associated and SH3 domain containing B
238588_at	8612273	---	 ---
238589_s_at	8612462	---	 ---
238590_x_at	8612651	TMEM107	 transmembrane protein 107
238591_at	8612865	---	 ---
238592_at	8613051	---	 ---
238593_at	8613236	C11orf80	 chromosome 11 open reading frame 80
238594_x_at	8613459	DUSP8 /// LOC101927562	 dual specificity phosphatase 8 /// putative uncharacterized protein C11orf81-like
238595_at	8613744	---	 ---
238596_at	8613929	FRA10AC1	 fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1
238597_at	8614199	ANKRD13C	 ankyrin repeat domain 13C
238598_s_at	8614408	---	 ---
238599_at	8614594	IRAK1BP1	 interleukin-1 receptor-associated kinase 1 binding protein 1
238600_at	8614842	JAKMIP1	 janus kinase and microtubule interacting protein 1
238601_at	8615078	PHKB	 phosphorylase kinase, beta
238602_at	8615289	DIS3L2	 DIS3 like 3'-5' exoribonuclease 2
238603_at	8615507	LINC00925	 long intergenic non-protein coding RNA 925
238604_at	8615740	---	 ---
238605_at	8615926	NOL4	 nucleolar protein 4
238606_at	8616139	ZNF747	 zinc finger protein 747
238607_at	8616345	ZNF296	 zinc finger protein 296
238608_at	8616554	---	 ---
238609_at	8616742	FAM200A	 family with sequence similarity 200, member A
238610_s_at	8616972	---	 ---
238611_at	8617160	---	 ---
238612_at	8617344	BRD4	 bromodomain containing 4
238613_at	8617552	ZAK	 sterile alpha motif and leucine zipper containing kinase AZK
238614_x_at	8617796	ZNF430	 zinc finger protein 430
238615_at	8618008	ERLIN2	 ER lipid raft associated 2
238616_at	8618220	QDPR	 quinoid dihydropteridine reductase
238617_at	8618437	KIF26B	 kinesin family member 26B
238618_at	8618647	NF2	 neurofibromin 2 (merlin)
238619_at	8618855	RP11-138A9.1	 ---
238620_at	8619051	RP11-846E15.4	 ---
238621_at	8619248	FMN1	 formin 1
238622_at	8619441	RAP2B	 RAP2B, member of RAS oncogene family
238623_at	8619663	RP3-428L16.2	 ---
238624_at	8619859	LOC102724517 /// NLK	 uncharacterized LOC102724517 /// nemo-like kinase
238625_at	8620105	C1orf168	 chromosome 1 open reading frame 168
238626_at	8620329	ANKS6	 ankyrin repeat and sterile alpha motif domain containing 6
238627_at	8620575	TRAPPC2L	 trafficking protein particle complex 2-like
238628_s_at	8620808	TRAPPC2L	 trafficking protein particle complex 2-like
238629_x_at	8621042	---	 ---
238630_at	8621233	OPA3	 optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)
238631_at	8621489	---	 ---
238632_at	8621677	RP11-44F21.5	 ---
238633_at	8621871	EPC1	 enhancer of polycomb homolog 1 (Drosophila)
238634_x_at	8622097	---	 ---
238635_at	8622287	C5orf28	 chromosome 5 open reading frame 28
238636_at	8622510	CACNA1C	 calcium channel, voltage-dependent, L type, alpha 1C subunit
238637_at	8622756	NUP37	 nucleoporin 37kDa
238638_at	8622959	SLC37A2	 solute carrier family 37 (glucose-6-phosphate transporter), member 2
238639_x_at	8623215	LOC102724312	 uncharacterized LOC102724312
238640_at	8623436	SMIM12	 small integral membrane protein 12
238641_at	8623656	TMEM51-AS1	 TMEM51 antisense RNA 1
238642_at	8623869	ANKRD13D	 ankyrin repeat domain 13 family, member D
238643_at	8624099	---	 ---
238644_at	8624285	MYSM1	 Myb-like, SWIRM and MPN domains 1
238645_at	8624507	---	 ---
238646_at	8624692	---	 ---
238647_at	8624879	C14orf28	 chromosome 14 open reading frame 28
238648_at	8625101	---	 ---
238649_at	8625288	PITPNC1	 phosphatidylinositol transfer protein, cytoplasmic 1
238650_x_at	8625529	WDR89	 WD repeat domain 89
238651_at	8625736	---	 ---
238652_at	8625925	---	 ---
238653_at	8626109	LRIG2	 leucine-rich repeats and immunoglobulin-like domains 2
238654_at	8626347	VSIG10L	 V-set and immunoglobulin domain containing 10 like
238655_at	8626583	ACAD10	 acyl-CoA dehydrogenase family, member 10
238656_at	8626810	RAD50	 RAD50 homolog (S. cerevisiae)
238657_at	8627022	UBXN10	 UBX domain protein 10
238658_at	8627232	---	 ---
238659_at	8627416	KIAA0141	 KIAA0141
238660_at	8627617	WDFY3	 WD repeat and FYVE domain containing 3
238661_at	8627841	MIR124-2HG	 MIR124-2 host gene (non-protein coding)
238662_at	8628079	DPH6	 diphthamine biosynthesis 6
238663_x_at	8628290	GRIA4	 glutamate receptor, ionotropic, AMPA 4
238664_s_at	8628520	MGC12916	 uncharacterized protein MGC12916
238665_at	8628744	ZNF865	 zinc finger protein 865
238666_at	8628952	---	 ---
238667_at	8629138	---	 ---
238668_at	8629335	NCKAP1L	 NCK-associated protein 1-like
238669_at	8629550	PTGS1	 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
238670_at	8629821	RAD18	 RAD18 homolog (S. cerevisiae)
238671_at	8630032	EPHA4	 EPH receptor A4
238672_at	8630240	---	 ---
238673_at	8630427	SAMD12	 sterile alpha motif domain containing 12
238674_at	8630653	---	 ---
238675_x_at	8630842	BTF3L4	 basic transcription factor 3-like 4
238676_at	8631064	---	 ---
238677_at	8631249	WDR36	 WD repeat domain 36
238678_at	8631453	LINC01000	 long intergenic non-protein coding RNA 1000
238679_at	8631684	LOC102723954 /// MESDC2	 uncharacterized LOC102723954 /// mesoderm development candidate 2
238680_at	8631956	METTL12 /// SNORA57	 methyltransferase like 12 /// small nucleolar RNA, H/ACA box 57
238681_at	8632222	GDPD1	 glycerophosphodiester phosphodiesterase domain containing 1
238682_at	8632465	CCDC96	 coiled-coil domain containing 96
238683_at	8632683	ZNF524	 zinc finger protein 524
238684_at	8632892	SETDB2	 SET domain, bifurcated 2
238685_at	8633103	STXBP5-AS1	 STXBP5 antisense RNA 1
238686_at	8633320	FBXO3	 F-box protein 3
238687_x_at	8633516	ZNF770	 zinc finger protein 770
238688_at	8633735	TPM1	 tropomyosin 1 (alpha)
238689_at	8633941	GPR110	 G protein-coupled receptor 110
238690_at	8634159	RP11-212P7.2	 ---
238691_at	8634355	SCARNA13 /// SNHG10	 small Cajal body-specific RNA 13 /// small nucleolar RNA host gene 10 (non-protein coding)
238692_at	8634644	BTBD11	 BTB (POZ) domain containing 11
238693_at	8634861	PHC3	 polyhomeotic homolog 3 (Drosophila)
238694_at	8635080	DGKE	 diacylglycerol kinase, epsilon 64kDa
238695_s_at	8635300	RAB39B	 RAB39B, member RAS oncogene family
238696_at	8635524	---	 ---
238697_at	8635712	LINC00086	 long intergenic non-protein coding RNA 86
238698_at	8635947	CASK	 calcium/calmodulin-dependent serine protein kinase (MAGUK family)
238699_s_at	8636198	CASK	 calcium/calmodulin-dependent serine protein kinase (MAGUK family)
238700_at	8636450	PIAS2	 protein inhibitor of activated STAT, 2
238701_x_at	8636672	COLCA1	 colorectal cancer associated 1
238702_at	8636891	SPTSSB	 serine palmitoyltransferase, small subunit B
238703_at	8637121	FAM207A	 family with sequence similarity 207, member A
238704_at	8637351	RP11-498C9.15	 ---
238705_at	8637546	---	 ---
238706_at	8637740	PAPD4	 PAP associated domain containing 4
238707_at	8637960	---	 ---
238708_at	8638147	ZNF582-AS1	 ZNF582 antisense RNA 1 (head to head)
238709_at	8638376	ELP2	 elongator acetyltransferase complex subunit 2
238710_at	8638603	TMEM86A	 transmembrane protein 86A
238711_s_at	8638814	ZNF148	 zinc finger protein 148
238712_at	8639024	---	 ---
238713_at	8639210	---	 ---
238714_at	8639395	---	 ---
238715_at	8639582	LOC646014	 uncharacterized LOC646014
238716_at	8639797	LOC100506990	 uncharacterized LOC100506990
238717_at	8640018	LOC441528	 uncharacterized LOC441528
238718_at	8640230	---	 ---
238719_at	8640418	PPP2CA	 protein phosphatase 2, catalytic subunit, alpha isozyme
238720_at	8640659	LOC101927057 /// OMG	 uncharacterized LOC101927057 /// oligodendrocyte myelin glycoprotein
238721_at	8640928	MDH1B	 malate dehydrogenase 1B, NAD (soluble)
238722_x_at	8641152	NAPEPLD	 N-acyl phosphatidylethanolamine phospholipase D
238723_at	8641388	ATXN3	 ataxin 3
238724_at	8641579	---	 ---
238725_at	8641764	IRF1	 interferon regulatory factor 1
238726_at	8641979	---	 ---
238727_at	8642163	LOC440934	 uncharacterized LOC440934
238728_at	8642381	MRPS23	 mitochondrial ribosomal protein S23
238729_x_at	8642603	SAV1	 salvador family WW domain containing protein 1
238730_at	8642835	ARHGEF11	 Rho guanine nucleotide exchange factor (GEF) 11
238731_at	8643075	SETDB2	 SET domain, bifurcated 2
238732_at	8643282	COL24A1	 collagen, type XXIV, alpha 1
238733_at	8643501	MDM2	 MDM2 proto-oncogene, E3 ubiquitin protein ligase
238734_at	8643732	---	 ---
238735_at	8643925	---	 ---
238736_at	8644115	REV3L	 REV3-like, polymerase (DNA directed), zeta, catalytic subunit
238737_at	8644360	TCEANC2	 transcription elongation factor A (SII) N-terminal and central domain containing 2
238738_at	8644629	---	 ---
238739_at	8644813	IPMK	 inositol polyphosphate multikinase
238740_at	8645030	PTGES3L	 prostaglandin E synthase 3 (cytosolic)-like
238741_at	8645263	FAM83A	 family with sequence similarity 83, member A
238742_x_at	8645494	LOC102724362	 uncharacterized LOC102724362
238743_at	8645715	---	 ---
238744_at	8645897	DPH6	 diphthamine biosynthesis 6
238745_at	8646107	---	 ---
238746_at	8646292	PXMP4	 peroxisomal membrane protein 4, 24kDa
238747_at	8646515	CACNA1E	 calcium channel, voltage-dependent, R type, alpha 1E subunit
238748_at	8646770	RAD18	 RAD18 homolog (S. cerevisiae)
238749_at	8646985	---	 ---
238750_at	8647178	CCL28	 chemokine (C-C motif) ligand 28
238751_at	8647395	---	 ---
238752_at	8647580	GPLD1	 glycosylphosphatidylinositol specific phospholipase D1
238753_at	8647822	NCS1	 neuronal calcium sensor 1
238754_at	8648030	RP11-435O5.5	 ---
238755_at	8648226	RASSF10	 Ras association (RalGDS/AF-6) domain family (N-terminal) member 10
238756_at	8648482	GAS2L3	 growth arrest-specific 2 like 3
238757_at	8648701	DBF4B	 DBF4 zinc finger B
238758_at	8648906	RP11-326I11.3	 ---
238759_at	8649101	CCDC88A	 coiled-coil domain containing 88A
238760_at	8649322	YARS	 tyrosyl-tRNA synthetase
238761_at	8649530	ELK4	 ELK4, ETS-domain protein (SRF accessory protein 1)
238762_at	8649764	MTHFD2L	 methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like
238763_at	8650014	RBM20	 RNA binding motif protein 20
238764_at	8650228	CSAD	 cysteine sulfinic acid decarboxylase
238765_at	8650455	ATP6V1G1	 ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1
238766_at	8650699	---	 ---
238767_at	8650885	---	 ---
238768_at	8651071	C2orf68	 chromosome 2 open reading frame 68
238769_at	8651292	---	 ---
238770_at	8651485	KIAA1456	 KIAA1456
238771_at	8651685	---	 ---
238772_at	8651871	ZNF207	 zinc finger protein 207
238773_at	8652077	METTL15	 methyltransferase like 15
238774_at	8652290	---	 ---
238775_at	8652475	ITFG1	 integrin alpha FG-GAP repeat containing 1
238776_x_at	8652699	OBSL1	 obscurin-like 1
238777_x_at	8652900	ATMIN	 ATM interactor
238778_at	8653100	MPP7	 membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)
238779_at	8653348	DCP2	 decapping mRNA 2
238780_s_at	8653560	KCNJ5	 potassium inwardly-rectifying channel, subfamily J, member 5
238781_at	8653807	SREK1	 splicing regulatory glutamine/lysine-rich protein 1
238782_at	8654043	WDR13	 WD repeat domain 13
238783_at	8654246	TMEM161B	 transmembrane protein 161B
238784_at	8654461	DPY19L2	 dpy-19-like 2 (C. elegans)
238785_at	8654677	---	 ---
238786_at	8654863	ANK3	 ankyrin 3, node of Ranvier (ankyrin G)
238787_at	8655086	DENND1B	 DENN/MADD domain containing 1B
238788_at	8655303	LOC494150	 prohibitin pseudogene
238789_at	8655513	KANK1	 KN motif and ankyrin repeat domains 1
238790_at	8655734	LOC374443	 C-type lectin domain family 2, member D pseudogene
238791_at	8655978	ZNF100	 zinc finger protein 100
238792_at	8656188	PCNX	 pecanex homolog (Drosophila)
238793_at	8656398	TIGD7	 tigger transposable element derived 7
238794_at	8656621	SFR1	 SWI5-dependent recombination repair 1
238795_at	8656843	FAM208B	 family with sequence similarity 208, member B
238796_at	8657076	---	 ---
238797_at	8657266	TRIM11	 tripartite motif containing 11
238798_at	8657485	TAPT1	 transmembrane anterior posterior transformation 1
238799_at	8657720	ATP5S	 ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)
238800_s_at	8657983	ZCCHC6	 zinc finger, CCHC domain containing 6
238801_at	8658207	RBM33	 RNA binding motif protein 33
238802_at	8658419	TYSND1	 trypsin domain containing 1
238803_at	8658632	HECTD2	 HECT domain containing E3 ubiquitin protein ligase 2
238804_at	8658871	AC024560.2	 ---
238805_at	8659064	C11orf52 /// HSPB2 /// HSPB2-C11orf52	 chromosome 11 open reading frame 52 /// heat shock 27kDa protein 2 /// HSPB2-C11orf52 readthrough (NMD candidate)
238806_at	8659395	---	 ---
238807_at	8659582	ANKRD46 /// GAPDHP62	 ankyrin repeat domain 46 /// glyceraldehyde 3 phosphate dehydrogenase pseudogene 62
238808_at	8659864	HOXA13	 homeobox A13
238809_at	8660067	C5orf51	 chromosome 5 open reading frame 51
238810_at	8660288	RFX3	 regulatory factor X, 3 (influences HLA class II expression)
238811_at	8660533	ATP11B	 ATPase, class VI, type 11B
238812_at	8660746	---	 ---
238813_at	8660932	APEX2	 APEX nuclease (apurinic/apyrimidinic endonuclease) 2
238814_at	8661169	SLC35C2	 solute carrier family 35 (GDP-fucose transporter), member C2
238815_at	8661415	LRRTM1	 leucine rich repeat transmembrane neuronal 1
238816_at	8661646	PSEN1	 presenilin 1
238817_at	8661843	RIMBP2	 RIMS binding protein 2
238818_at	8662054	KIAA1429	 KIAA1429
238819_at	8662250	ZNF347	 zinc finger protein 347
238820_at	8662459	TMEM229B	 transmembrane protein 229B
238821_at	8662673	CSTF2	 cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa
238822_at	8662915	---	 ---
238823_at	8663101	FMNL3	 formin-like 3
238824_at	8663297	RPS29	 ribosomal protein S29
238825_at	8663501	ACRC	 acidic repeat containing
238826_x_at	8663708	WDR12	 WD repeat domain 12
238827_at	8663915	SH3RF2	 SH3 domain containing ring finger 2
238828_at	8664137	KIAA1919	 KIAA1919
238829_at	8664332	---	 ---
238830_at	8664517	SOS2	 son of sevenless homolog 2 (Drosophila)
238831_at	8664741	TMEM33	 transmembrane protein 33
238832_at	8664952	KLHL34	 kelch-like family member 34
238833_at	8665166	---	 ---
238834_at	8665352	MYLK3	 myosin light chain kinase 3
238835_at	8665565	AVPR1A	 arginine vasopressin receptor 1A
238836_at	8665788	---	 ---
238837_at	8665975	PHF8	 PHD finger protein 8
238838_at	8666188	TCERG1	 transcription elongation regulator 1
238839_at	8666414	OTX1	 orthodenticle homeobox 1
238840_at	8666626	LRRFIP1	 leucine rich repeat (in FLII) interacting protein 1
238841_at	8666862	PTPDC1	 protein tyrosine phosphatase domain containing 1
238842_at	8667096	---	 ---
238843_at	8667282	NPHP1	 nephronophthisis 1 (juvenile)
238844_s_at	8667494	NPHP1	 nephronophthisis 1 (juvenile)
238845_at	8667710	SLC30A4	 solute carrier family 30 (zinc transporter), member 4
238846_at	8667960	TNFRSF11A	 tumor necrosis factor receptor superfamily, member 11a, NFKB activator
238847_at	8668220	HOXD10	 homeobox D10
238848_at	8668431	OTUD4	 OTU deubiquitinase 4
238849_at	8668638	ACY1	 aminoacylase 1
238850_at	8668836	LINC00461 /// MIR9-2	 long intergenic non-protein coding RNA 461 /// microRNA 9-2
238851_at	8669099	ANKRD13A	 ankyrin repeat domain 13A
238852_at	8669318	PRRX1	 paired related homeobox 1
238853_at	8669532	RAB3IP	 RAB3A interacting protein
238854_at	8669744	DYNLL1-AS1	 DYNLL1 antisense RNA 1
238855_at	8669957	AHNAK	 AHNAK nucleoprotein
238856_s_at	8670160	PANK2	 pantothenate kinase 2
238857_at	8670367	ATE1	 arginyltransferase 1
238858_at	8670578	TIFA	 TRAF-interacting protein with forkhead-associated domain
238859_at	8670816	FAM149B1	 family with sequence similarity 149, member B1
238860_at	8671053	OARD1	 O-acyl-ADP-ribose deacylase 1
238861_at	8671267	SSBP2	 single-stranded DNA binding protein 2
238862_at	8671492	MFSD4	 major facilitator superfamily domain containing 4
238863_x_at	8671722	COG8	 component of oligomeric golgi complex 8
238864_at	8671948	VWA3A	 von Willebrand factor A domain containing 3A
238865_at	8672179	PABPC4L	 poly(A) binding protein, cytoplasmic 4-like
238866_at	8672414	C19orf68	 chromosome 19 open reading frame 68
238867_at	8672636	TMEM182	 transmembrane protein 182
238868_at	8672852	UACA	 uveal autoantigen with coiled-coil domains and ankyrin repeats
238869_at	8673097	---	 ---
238870_at	8673284	KCNK9	 potassium channel, subfamily K, member 9
238871_at	8673510	MLLT4	 myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
238872_at	8673788	LOC100128239	 uncharacterized LOC100128239
238873_at	8674015	NPC1	 Niemann-Pick disease, type C1
238874_at	8674231	LOC100506860	 uncharacterized LOC100506860
238875_at	8674452	---	 ---
238876_at	8674638	---	 ---
238877_at	8674831	EYA4	 EYA transcriptional coactivator and phosphatase 4
238878_at	8675070	ARX	 aristaless related homeobox
238879_at	8675282	DCUN1D1	 DCN1, defective in cullin neddylation 1, domain containing 1
238880_at	8675529	GTF3A	 general transcription factor IIIA
238881_at	8675746	RP4-714D9.5	 ---
238882_at	8675941	---	 ---
238883_at	8676127	---	 ---
238884_at	8676312	---	 ---
238885_at	8676500	KIAA1549	 KIAA1549
238886_at	8676697	TMED10	 transmembrane emp24-like trafficking protein 10 (yeast)
238887_at	8676938	LOC100630918	 uncharacterized LOC100630918
238888_at	8677159	---	 ---
238889_at	8677345	AGBL5	 ATP/GTP binding protein-like 5
238890_at	8677562	BRWD1	 bromodomain and WD repeat domain containing 1
238891_at	8677791	---	 ---
238892_at	8677977	---	 ---
238893_at	8678161	LINC00936	 long intergenic non-protein coding RNA 936
238894_at	8678391	---	 ---
238895_at	8678577	---	 ---
238896_at	8678760	ST3GAL2	 ST3 beta-galactoside alpha-2,3-sialyltransferase 2
238897_at	8678998	LRRC28	 leucine rich repeat containing 28
238898_at	8679222	LOC101060264	 uncharacterized LOC101060264
238899_at	8679444	---	 ---
238900_at	8679633	HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// HLA-DRB5 /// LOC100996809	 major histocompatibility complex, class II, DR beta 1 /// major histocompatibility complex, class II, DR beta 3 /// major histocompatibility complex, class II, DR beta 4 /// major histocompatibility complex, class II, DR beta 5 /// HLA class II histocompatibility antigen, DRB1-10 beta chain-like
238901_at	8680181	LINC01133	 long intergenic non-protein coding RNA 1133
238902_at	8680416	---	 ---
238903_at	8680602	UBXN2B	 UBX domain protein 2B
238904_at	8680810	NOVA2	 neuro-oncological ventral antigen 2
238905_at	8681028	RHOJ	 ras homolog family member J
238906_s_at	8681240	RHOJ	 ras homolog family member J
238907_at	8681453	ZNF780A	 zinc finger protein 780A
238908_at	8681663	---	 ---
238909_at	8681849	S100A10	 S100 calcium binding protein A10
238910_at	8682067	CLUHP3	 clustered mitochondria (cluA/CLU1) homolog pseudogene 3
238911_at	8682308	STARD10	 StAR-related lipid transfer (START) domain containing 10
238912_x_at	8682556	C9orf85	 chromosome 9 open reading frame 85
238913_at	8682780	---	 ---
238914_at	8682966	DCC	 DCC netrin 1 receptor
238915_at	8683173	LOC100129361	 chromosome X open reading frame 69-like
238916_at	8683404	LINC00938	 long intergenic non-protein coding RNA 938
238917_s_at	8683636	DENND5B	 DENN/MADD domain containing 5B
238918_at	8683854	---	 ---
238919_at	8684040	PCDH9	 protocadherin 9
238920_at	8684245	---	 ---
